paper_id,title,doi,confidence_score,final_confidence
BES-1745,Blockchain-based Decentralized Application for Electronic Voting using an Electronic ID,,0.9,HIGH
BES-1746,Design of an electronic voting system using A blockchain network,,0.9,HIGH
BES-1747,Security Protocol Analysis and Blockchains,,0.7,MEDIUM
BES-1748,A secure blockchain-based web application voting system / Adib Farhan Sayuti,,0.7,MEDIUM
BES-1749,Investigating performance constraints for blockchain based secure e-voting system,10.1016/j.future.2019.11.005,0.9,HIGH
BES-1751,Применение технологий распределенных реестров и цепочек блоков в народных голосованиях и законотворчестве: ключевые способы и основные проблемы,,0.7,MEDIUM
BES-1755,Blokzincir tabanlı e-seçim sistem önerilerinin güvenlik ve mahremiyet analizleri,,0.9,HIGH
BES-1759,Estudio y aplicación de Sistema Electoral basado en Blockchain,,0.7,MEDIUM
BES-1774,Blockchain-Enabled E-Voting,10.1109/ms.2018.2801546,0.7,MEDIUM
BES-1775,Towards secure e-voting using ethereum blockchain,10.1109/isdfs.2018.8355340,0.9,HIGH
BES-1777,E-Voting With Blockchain: An E-Voting Protocol with Decentralisation and Voter Privacy,10.1109/Cybermatics_2018.2018.00262,0.7,MEDIUM
BES-1781,Secure Digital Voting System Based on Blockchain Technology,10.4018/ijegr.2018010103,0.7,MEDIUM
BES-1782,Large-scale Election Based On Blockchain,10.1016/j.procs.2018.03.063,0.9,HIGH
BES-1784,Towards the intelligent agents for blockchain e-voting system,10.1016/j.procs.2018.10.177,0.7,MEDIUM
BES-1785,Decentralized Voting Platform Based on Ethereum Blockchain,10.1109/imcet.2018.8603050,0.9,HIGH
BES-1786,BroncoVote: Secure Voting System using Ethereum’s Blockchain,10.5220/0006609700960107,0.9,HIGH
BES-1788,A Proposal of Blockchain-Based Electronic Voting System,10.1109/worlds4.2018.8611593,0.9,HIGH
BES-1789,A Privacy-Preserving Voting Protocol on Blockchain,10.1109/cloud.2018.00057,0.9,HIGH
BES-1791,"Crypto-voting, a Blockchain based e-Voting System",10.5220/0006962102210225,0.9,HIGH
BES-1793,SHARVOT,10.1145/3194113.3194118,0.7,MEDIUM
BES-1795,"DATE: A Decentralized, Anonymous, and Transparent E-voting System",10.1109/hoticn.2018.8605994,0.9,HIGH
BES-1797,SecEVS : Secure Electronic Voting System Using Blockchain Technology,10.1109/gucon.2018.8675008,0.7,MEDIUM
BES-1798,Towards Blockchain-Based E-voting System,10.1109/iciset.2018.8745613,0.7,MEDIUM
BES-1799,Online Voting Application Using Ethereum Blockchain,10.1109/icacci.2018.8554652,0.9,HIGH
BES-1800,E-Voting on the Blockchain,10.31585/jbba-1-2-(3)2018,0.7,MEDIUM
BES-1807,Crypto-democracy: A Decentralized Voting Scheme using Blockchain Technology,10.5220/0006881905080513,0.7,MEDIUM
BES-1815,Blockchain-Based Electronic Voting Protocol,10.30630/joiv.2.4-2.174,0.7,MEDIUM
BES-1816,Electronic voting machine based on Blockchain technology and Aadhar verification,,0.7,MEDIUM
BES-1819,A Blockchain-Based Network Security Mechanism for Voting Systems,10.1109/ic3.2018.00-15,0.9,HIGH
BES-1825,Blockchain-Based Election Infrastructures,10.1109/isc2.2018.8656988,0.7,MEDIUM
BES-1829,Design of a Public Key Infrastructure-based Single Ballot E-Voting System,10.1109/ICITSI.2018.8696083,0.7,MEDIUM
BES-1830,Improving End-to-End Verifiable Voting Systems with Blockchain Technologies,10.1109/cybermatics_2018.2018.00202,0.9,HIGH
BES-1831,Transparent Voting Platform Based on Permissioned Blockchain,,0.7,MEDIUM
BES-1833,An efficient and effective Decentralized Anonymous Voting System,,0.9,HIGH
BES-1837,Blockchain in Voting System Application,10.14419/ijet.v7i4.11.20793,0.7,MEDIUM
BES-1839,Disseminated and Decentred Blockchain secured Balloting: apropos to India,10.1109/icoac44903.2018.8939065,0.7,MEDIUM
BES-1841,Design and implementation of a secure and robust voting system based on blockchain,,0.7,MEDIUM
BES-1847,Block-Chain Based E-Voting For Indonesia,10.26666/rmp.jesr.2018.5.3,0.7,MEDIUM
BES-1851,Secure and Transparent Election System for India using Block chain Technology,10.1109/punecon.2018.8745404,0.7,MEDIUM
BES-1852,Distributed E-Voting System Based On Blind Intermediaries Using Homomorphic Encryption,10.1145/3264437.3264473,0.9,HIGH
BES-1853,Using of Blockchain in Electronic Election in Russia,,0.7,MEDIUM
BES-1854,Implementation of Blockchain Technology in Electronic Election in Sierra Leone,,0.9,HIGH
BES-1857,D4: Distributed Direct Digital Democracy: a Remote Electronic Voting Protocol,,0.7,MEDIUM
BES-1861,Applying Block Chain Technologies to Digital Voting Algorithms,,0.7,MEDIUM
BES-1862,"A privacy-preserving, decentralized and functional Bitcoin e-voting
  protocol",10.1109/smartworld.2018.00078,0.9,HIGH
BES-1863,Platform-independent Secure Blockchain-Based Voting System,10.1007/978-3-319-99136-8_20,0.9,HIGH
BES-1864,Побудова ефективної системи електронного голосування з використанням ланцюгів блоків,,0.7,MEDIUM
BES-1867,Smart democracies in Africa: legitimizing Kenyan elections through block-chain technology,,0.7,MEDIUM
BES-1868,Implementaciòn de un prototipo de una red descentralizada blockchain para el voto electrónico en la Universidad De Guayaquil,,0.7,MEDIUM
BES-1877,Coconut E-Petition Implementation,,0.7,MEDIUM
BES-1881,A Conceptual Secure Blockchain Based Electronic Voting System,10.5121/ijnsa.2017.9301,0.7,MEDIUM
BES-1885,Blockchain based e-voting recording system design,10.1109/tssa.2017.8272896,0.7,MEDIUM
BES-1893,An end-to-end voting-system based on bitcoin,10.1145/3019612.3019841,0.9,HIGH
BES-1897,From Blockchain to Internet-Based Voting,10.1109/csci.2017.34,0.7,MEDIUM
BES-1899,Design of Distributed Voting Systems,,0.7,MEDIUM
BES-1904,Temper proof data distribution for universal verifiability and accuracy in electoral process using blockchain,10.1109/icet.2017.8281747,0.9,HIGH
BES-1910,The Future of E-Voting,,0.7,MEDIUM
BES-1914,A Study on Ways to Apply the Blockchain-based Online Voting System,10.14257/ijca.2017.10.12.11,0.7,MEDIUM
BES-1925,Distributed Protocols at the Rescue for Trustworthy Online Voting,10.5220/0006228504990505,0.7,MEDIUM
BES-1926,A Smart Contract for Boardroom Voting with Maximum Voter Privacy,10.1007/978-3-319-70972-7_20,0.9,HIGH
BES-1934,An E-voting Protocol Based on Blockchain,,0.7,MEDIUM
BES-1958,An Anonymous Distributed Electronic Voting System Using Zerocoin,10.1109/ICOIN50884.2021.9333937,0.9,HIGH
BES-1979,A SECURE E-VOTING FOR THE STUDENT PARLIAMENT,10.2298/FUEE1602205P,0.7,MEDIUM
BES-1981,"Distributed, End-to-end Verifiable, and Privacy-Preserving Internet Voting Systems",,0.9,HIGH
BES-1988,An Improved E-voting scheme using Secret Sharing based Secure Multi-party Computation,,0.7,MEDIUM
BES-2005,"A distributed, end-to-end verifiable, internet voting system",,0.9,HIGH
BES-2013,"Blockchain-Enabled Decentralized, Secure and Reliable Voting Through Biometric Identification Using Metaverse Immersive Devices and Deep Learning",,0.9,HIGH
